surah_no,ref_ayah_no_surah,translator,kind,text
11,249,asad,footnote,"* Thus, belief in the One God and justice in all dealings between man and man (see sūrah 6, note 150) are here placed together as the twin postulates of all righteousness. Some commentators assume that the people of Madyan were of a particularly commercial bent of mind, and given to fraudulent dealings. It is obvious, however, that the purport of this passage and of its sequence goes far beyond anything that might be construed by a purely “historical” interpretation. What this version of Shu‘ayb’s story aims at is – as always in the Qur’ān – the enunciation of a generally applicable principle of ethics: namely, the impossibility of one’s being righteous with regard to God unless one is righteous – in both the moral and social senses of this word – in the realm of human relationships as well. This explains the insistence with which the above prohibition is re-stated in a positive form, as an injunction, in the next verse."
11,250,asad,footnote,"* v.85 : See sūrah 7, note 68."
11,251,asad,footnote,"* v.86 : I.e., the lasting merit achieved by virtue of good deeds and fair dealings with one’s fellow-men (cf. the expression al-bāqiyāt as-sālihāt in 18:46 and 19:76)."
11,252,asad,footnote,"* v.87 : Lit., “Do thy prayers command thee...,” etc."
11,253,asad,footnote,"* I.e., without regard to the rights and needs of others, especially the poor: hence their sarcastic reference, in the next sentence, to Shu‘ayb’s clemency and right-mindedness."
11,254,asad,footnote,"* v.88 : According to Zamakhsharī, Rāzī, and several other commentators, the clause interpolated here between brackets is elliptically implied in Shu‘ayb’s answer. His stress on the fact that God has graced him amply with worldly goods is meant to remind his countrymen that it is not self-interest that causes him to ask them to be fair in their dealings with their fellow-men."
11,255,asad,footnote,"* I.e., “I do not aim at depriving you of what is rightfully yours” – a reference to verse 85 above."
11,256,asad,footnote,"* v.89 : As pointed out in sūrah 7, note 67, the region inhabited by Shu‘ayb’s people extended from what is known today as the Gulf of ‘Aqabah to the mountains of Moab, east of the Dead Sea, in the vicinity of which Sodom and Gomorrah were situated."
11,257,asad,footnote,"* v.91 : Cf. 6:25. In the present instance, however, the self-confessed lack of understanding on the part of the people of Madyan may have a more subjective meaning, similar to the half-indignant, half-embarrassed retort, “I don’t know what you are talking about.”"
11,258,asad,footnote,"* Lit., “we regard thee indeed as a weak one among us” – i.e., without any appreciable tribal support."
11,259,asad,footnote,"* v.92 : In classical Arabic usage, as well as in the speech of certain bedouin tribes to this day, the phrase ittakhadhahu (or ja‘lahu) zihriyyan (lit., “he put him behind his back”) has the meaning of “he held him in contempt,” or “he forgot him,” or “regarded him as something that may be forgotten.” This last rendering seems to be the most appropriate in the above context."
11,260,asad,footnote,"* v.94 : See verse 67 of this sūrah and the corresponding note 98; also sūrah 7, note 73."
11,261,asad,footnote,"* v.97 : Lit., “was not right-guided (rashīd).” The short passage dealing with Pharaoh and his followers (verses 96-99) connects with, and amplifies, the reference to the tribe of ‘ād, who “followed the bidding of every arrogant enemy of the truth” (verse 59 of this sūrah). Thus, the main point of this passage is the problem of immoral leadership and, arising from it, the problem of man’s individual, moral responsibility for wrongs committed in obedience to a “higher authority.” The Qur’ān answers this question emphatically in the affirmative: the leader and the led are equally guilty, and none can be absolved of responsibility on the plea that he was but blindly following orders given by those above him. This indirect allusion to man’s relative free will – i.e., his freedom of choice between right and wrong – fittingly concludes the stories of the earlier prophets and their wrongdoing communities as narrated in this sūrah."
11,262,asad,footnote,"* v.99 : See note 37 on the last clause of verse 18 of this sūrah, as well as verse 60, which refers in identical terms to the destiny of the tribe of ‘ād."
11,263,asad,footnote,"* v.100 : Lit., “This of the accounts” (a construction identical with that employed in 3:44, 11:49, and 12:102), alluding to the fact that only certain aspects of the relevant stories, and not the complete stories as such, are presented here (cf. verse 120 below): the purpose being, as always in the Qur’ān, the illustration of an ethical principle or principles, and of men’s varying reactions to the guidance which God offers them directly through His prophets and indirectly through the observable phenomena of His creation. (See in this connection the second part of note 73 on verse 49 of this sūrah.)"
11,264,asad,footnote,* See preceding note.
11,265,asad,footnote,"* v.104 : Lit., “except till a term computed [by Us].”"
11,266,asad,footnote,"* v.107 : I.e., unless God wills to reprieve them (cf. the last paragraph of 6:128 and the corresponding note 114, as well as note 10 on 40:12). The phrase “as long as the heavens and the earth endure” has caused some perplexity to most of the classical commentators in view of the many Qur’anic statements to the effect that the world as we know it will come to an end on the Last Day, which is synonymous with the Day of Resurrection. This difficulty, however, can be resolved if we remember – as Tabarī points out in his commentary on the above verse – that in ancient Arabic usage the expressions “as long as the heavens and the earth endure,” or “as long as night and day alternate,” etc., were used metonymically in the sense of “time beyond count” (abad). See also 20:105-107 and the corresponding note 90, as well as note 63 on 14:48."
