ayah_no_quran,surah_no,ayah_no_surah,surah_name_en,surah_name_ar,surah_name_roman,ayah_ar,juz_no,ruko_no,sajdah_no,place_of_revelation,no_of_word_ayah
4027,38,57,Saad,ص,Ṣād,هَٰذَا فَلْيَذُوقُوهُ حَمِيمٌۭ وَغَسَّاقٌۭ,23,394,NA,Meccan,4
4028,38,58,Saad,ص,Ṣād,وَءَاخَرُ مِن شَكْلِهِۦٓ أَزْوَٰجٌ,23,394,NA,Meccan,4
4029,38,59,Saad,ص,Ṣād,هَٰذَا فَوْجٌۭ مُّقْتَحِمٌۭ مَّعَكُمْ ۖ لَا مَرْحَبًۢا بِهِمْ ۚ إِنَّهُمْ صَالُوا۟ ٱلنَّارِ,23,394,NA,Meccan,12
4030,38,60,Saad,ص,Ṣād,قَالُوا۟ بَلْ أَنتُمْ لَا مَرْحَبًۢا بِكُمْ ۖ أَنتُمْ قَدَّمْتُمُوهُ لَنَا ۖ فَبِئْسَ ٱلْقَرَارُ,23,394,NA,Meccan,13
4031,38,61,Saad,ص,Ṣād,قَالُوا۟ رَبَّنَا مَن قَدَّمَ لَنَا هَٰذَا فَزِدْهُ عَذَابًۭا ضِعْفًۭا فِى ٱلنَّارِ,23,394,NA,Meccan,11
4032,38,62,Saad,ص,Ṣād,وَقَالُوا۟ مَا لَنَا لَا نَرَىٰ رِجَالًۭا كُنَّا نَعُدُّهُم مِّنَ ٱلْأَشْرَارِ,23,394,NA,Meccan,10
4033,38,63,Saad,ص,Ṣād,أَتَّخَذْنَٰهُمْ سِخْرِيًّا أَمْ زَاغَتْ عَنْهُمُ ٱلْأَبْصَٰرُ,23,394,NA,Meccan,6
4034,38,64,Saad,ص,Ṣād,إِنَّ ذَٰلِكَ لَحَقٌّۭ تَخَاصُمُ أَهْلِ ٱلنَّارِ,23,394,NA,Meccan,6
4035,38,65,Saad,ص,Ṣād,قُلْ إِنَّمَآ أَنَا۠ مُنذِرٌۭ ۖ وَمَا مِنْ إِلَٰهٍ إِلَّا ٱللَّهُ ٱلْوَٰحِدُ ٱلْقَهَّارُ,23,395,NA,Meccan,12
4036,38,66,Saad,ص,Ṣād,رَبُّ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَا ٱلْعَزِيزُ ٱلْغَفَّٰرُ,23,395,NA,Meccan,7
4037,38,67,Saad,ص,Ṣād,قُلْ هُوَ نَبَؤٌا۟ عَظِيمٌ,23,395,NA,Meccan,4
4038,38,68,Saad,ص,Ṣād,أَنتُمْ عَنْهُ مُعْرِضُونَ,23,395,NA,Meccan,3
4039,38,69,Saad,ص,Ṣād,مَا كَانَ لِىَ مِنْ عِلْمٍۭ بِٱلْمَلَإِ ٱلْأَعْلَىٰٓ إِذْ يَخْتَصِمُونَ,23,395,NA,Meccan,9
4040,38,70,Saad,ص,Ṣād,إِن يُوحَىٰٓ إِلَىَّ إِلَّآ أَنَّمَآ أَنَا۠ نَذِيرٌۭ مُّبِينٌ,23,395,NA,Meccan,8
4041,38,71,Saad,ص,Ṣād,إِذْ قَالَ رَبُّكَ لِلْمَلَٰٓئِكَةِ إِنِّى خَٰلِقٌۢ بَشَرًۭا مِّن طِينٍۢ,23,395,NA,Meccan,9
4042,38,72,Saad,ص,Ṣād,فَإِذَا سَوَّيْتُهُۥ وَنَفَخْتُ فِيهِ مِن رُّوحِى فَقَعُوا۟ لَهُۥ سَٰجِدِينَ,23,395,NA,Meccan,9
4043,38,73,Saad,ص,Ṣād,فَسَجَدَ ٱلْمَلَٰٓئِكَةُ كُلُّهُمْ أَجْمَعُونَ,23,395,NA,Meccan,4
4044,38,74,Saad,ص,Ṣād,إِلَّآ إِبْلِيسَ ٱسْتَكْبَرَ وَكَانَ مِنَ ٱلْكَٰفِرِينَ,23,395,NA,Meccan,6
4045,38,75,Saad,ص,Ṣād,قَالَ يَٰٓإِبْلِيسُ مَا مَنَعَكَ أَن تَسْجُدَ لِمَا خَلَقْتُ بِيَدَىَّ ۖ أَسْتَكْبَرْتَ أَمْ كُنتَ مِنَ ٱلْعَالِينَ,23,395,NA,Meccan,15
4046,38,76,Saad,ص,Ṣād,قَالَ أَنَا۠ خَيْرٌۭ مِّنْهُ ۖ خَلَقْتَنِى مِن نَّارٍۢ وَخَلَقْتَهُۥ مِن طِينٍۢ,23,395,NA,Meccan,11
4047,38,77,Saad,ص,Ṣād,قَالَ فَٱخْرُجْ مِنْهَا فَإِنَّكَ رَجِيمٌۭ,23,395,NA,Meccan,5
4048,38,78,Saad,ص,Ṣād,وَإِنَّ عَلَيْكَ لَعْنَتِىٓ إِلَىٰ يَوْمِ ٱلدِّينِ,23,395,NA,Meccan,6
4049,38,79,Saad,ص,Ṣād,قَالَ رَبِّ فَأَنظِرْنِىٓ إِلَىٰ يَوْمِ يُبْعَثُونَ,23,395,NA,Meccan,6
4050,38,80,Saad,ص,Ṣād,قَالَ فَإِنَّكَ مِنَ ٱلْمُنظَرِينَ,23,395,NA,Meccan,4
4051,38,81,Saad,ص,Ṣād,إِلَىٰ يَوْمِ ٱلْوَقْتِ ٱلْمَعْلُومِ,23,395,NA,Meccan,4
4052,38,82,Saad,ص,Ṣād,قَالَ فَبِعِزَّتِكَ لَأُغْوِيَنَّهُمْ أَجْمَعِينَ,23,395,NA,Meccan,4
4053,38,83,Saad,ص,Ṣād,إِلَّا عِبَادَكَ مِنْهُمُ ٱلْمُخْلَصِينَ,23,395,NA,Meccan,4
4054,38,84,Saad,ص,Ṣād,قَالَ فَٱلْحَقُّ وَٱلْحَقَّ أَقُولُ,23,395,NA,Meccan,4
4055,38,85,Saad,ص,Ṣād,لَأَمْلَأَنَّ جَهَنَّمَ مِنكَ وَمِمَّن تَبِعَكَ مِنْهُمْ أَجْمَعِينَ,23,395,NA,Meccan,7
4056,38,86,Saad,ص,Ṣād,قُلْ مَآ أَسْـَٔلُكُمْ عَلَيْهِ مِنْ أَجْرٍۢ وَمَآ أَنَا۠ مِنَ ٱلْمُتَكَلِّفِينَ,23,395,NA,Meccan,10
4057,38,87,Saad,ص,Ṣād,إِنْ هُوَ إِلَّا ذِكْرٌۭ لِّلْعَٰلَمِينَ,23,395,NA,Meccan,5
4058,38,88,Saad,ص,Ṣād,وَلَتَعْلَمُنَّ نَبَأَهُۥ بَعْدَ حِينٍۭ,23,395,NA,Meccan,4
4059,39,1,Az-Zumar,ٱلزُّمَر,az-Zumar,تَنزِيلُ ٱلْكِتَٰبِ مِنَ ٱللَّهِ ٱلْعَزِيزِ ٱلْحَكِيمِ,23,396,NA,Meccan,6
4060,39,2,Az-Zumar,ٱلزُّمَر,az-Zumar,إِنَّآ أَنزَلْنَآ إِلَيْكَ ٱلْكِتَٰبَ بِٱلْحَقِّ فَٱعْبُدِ ٱللَّهَ مُخْلِصًۭا لَّهُ ٱلدِّينَ,23,396,NA,Meccan,10
4061,39,3,Az-Zumar,ٱلزُّمَر,az-Zumar,أَلَا لِلَّهِ ٱلدِّينُ ٱلْخَالِصُ ۚ وَٱلَّذِينَ ٱتَّخَذُوا۟ مِن دُونِهِۦٓ أَوْلِيَآءَ مَا نَعْبُدُهُمْ إِلَّا لِيُقَرِّبُونَآ إِلَى ٱللَّهِ زُلْفَىٰٓ إِنَّ ٱللَّهَ يَحْكُمُ بَيْنَهُمْ فِى مَا هُمْ فِيهِ يَخْتَلِفُونَ ۗ إِنَّ ٱللَّهَ لَا يَهْدِى مَنْ هُوَ كَٰذِبٌۭ كَفَّارٌۭ,23,396,NA,Meccan,35
4062,39,4,Az-Zumar,ٱلزُّمَر,az-Zumar,لَّوْ أَرَادَ ٱللَّهُ أَن يَتَّخِذَ وَلَدًۭا لَّٱصْطَفَىٰ مِمَّا يَخْلُقُ مَا يَشَآءُ ۚ سُبْحَٰنَهُۥ ۖ هُوَ ٱللَّهُ ٱلْوَٰحِدُ ٱلْقَهَّارُ,23,396,NA,Meccan,18
4063,39,5,Az-Zumar,ٱلزُّمَر,az-Zumar,خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ بِٱلْحَقِّ ۖ يُكَوِّرُ ٱلَّيْلَ عَلَى ٱلنَّهَارِ وَيُكَوِّرُ ٱلنَّهَارَ عَلَى ٱلَّيْلِ ۖ وَسَخَّرَ ٱلشَّمْسَ وَٱلْقَمَرَ ۖ كُلٌّۭ يَجْرِى لِأَجَلٍۢ مُّسَمًّى ۗ أَلَا هُوَ ٱلْعَزِيزُ ٱلْغَفَّٰرُ,23,396,NA,Meccan,27
4064,39,6,Az-Zumar,ٱلزُّمَر,az-Zumar,خَلَقَكُم مِّن نَّفْسٍۢ وَٰحِدَةٍۢ ثُمَّ جَعَلَ مِنْهَا زَوْجَهَا وَأَنزَلَ لَكُم مِّنَ ٱلْأَنْعَٰمِ ثَمَٰنِيَةَ أَزْوَٰجٍۢ ۚ يَخْلُقُكُمْ فِى بُطُونِ أُمَّهَٰتِكُمْ خَلْقًۭا مِّنۢ بَعْدِ خَلْقٍۢ فِى ظُلُمَٰتٍۢ ثَلَٰثٍۢ ۚ ذَٰلِكُمُ ٱللَّهُ رَبُّكُمْ لَهُ ٱلْمُلْكُ ۖ لَآ إِلَٰهَ إِلَّا هُوَ ۖ فَأَنَّىٰ تُصْرَفُونَ,23,396,NA,Meccan,40
4065,39,7,Az-Zumar,ٱلزُّمَر,az-Zumar,إِن تَكْفُرُوا۟ فَإِنَّ ٱللَّهَ غَنِىٌّ عَنكُمْ ۖ وَلَا يَرْضَىٰ لِعِبَادِهِ ٱلْكُفْرَ ۖ وَإِن تَشْكُرُوا۟ يَرْضَهُ لَكُمْ ۗ وَلَا تَزِرُ وَازِرَةٌۭ وِزْرَ أُخْرَىٰ ۗ ثُمَّ إِلَىٰ رَبِّكُم مَّرْجِعُكُمْ فَيُنَبِّئُكُم بِمَا كُنتُمْ تَعْمَلُونَ ۚ إِنَّهُۥ عَلِيمٌۢ بِذَاتِ ٱلصُّدُورِ,23,396,NA,Meccan,36
4066,39,8,Az-Zumar,ٱلزُّمَر,az-Zumar,۞ وَإِذَا مَسَّ ٱلْإِنسَٰنَ ضُرٌّۭ دَعَا رَبَّهُۥ مُنِيبًا إِلَيْهِ ثُمَّ إِذَا خَوَّلَهُۥ نِعْمَةًۭ مِّنْهُ نَسِىَ مَا كَانَ يَدْعُوٓا۟ إِلَيْهِ مِن قَبْلُ وَجَعَلَ لِلَّهِ أَندَادًۭا لِّيُضِلَّ عَن سَبِيلِهِۦ ۚ قُلْ تَمَتَّعْ بِكُفْرِكَ قَلِيلًا ۖ إِنَّكَ مِنْ أَصْحَٰبِ ٱلنَّارِ,23,396,NA,Meccan,37
4067,39,9,Az-Zumar,ٱلزُّمَر,az-Zumar,أَمَّنْ هُوَ قَٰنِتٌ ءَانَآءَ ٱلَّيْلِ سَاجِدًۭا وَقَآئِمًۭا يَحْذَرُ ٱلْءَاخِرَةَ وَيَرْجُوا۟ رَحْمَةَ رَبِّهِۦ ۗ قُلْ هَلْ يَسْتَوِى ٱلَّذِينَ يَعْلَمُونَ وَٱلَّذِينَ لَا يَعْلَمُونَ ۗ إِنَّمَا يَتَذَكَّرُ أُو۟لُوا۟ ٱلْأَلْبَٰبِ,23,396,NA,Meccan,26
4068,39,10,Az-Zumar,ٱلزُّمَر,az-Zumar,قُلْ يَٰعِبَادِ ٱلَّذِينَ ءَامَنُوا۟ ٱتَّقُوا۟ رَبَّكُمْ ۚ لِلَّذِينَ أَحْسَنُوا۟ فِى هَٰذِهِ ٱلدُّنْيَا حَسَنَةٌۭ ۗ وَأَرْضُ ٱللَّهِ وَٰسِعَةٌ ۗ إِنَّمَا يُوَفَّى ٱلصَّٰبِرُونَ أَجْرَهُم بِغَيْرِ حِسَابٍۢ,23,397,NA,Meccan,24
4069,39,11,Az-Zumar,ٱلزُّمَر,az-Zumar,قُلْ إِنِّىٓ أُمِرْتُ أَنْ أَعْبُدَ ٱللَّهَ مُخْلِصًۭا لَّهُ ٱلدِّينَ,23,397,NA,Meccan,9
4070,39,12,Az-Zumar,ٱلزُّمَر,az-Zumar,وَأُمِرْتُ لِأَنْ أَكُونَ أَوَّلَ ٱلْمُسْلِمِينَ,23,397,NA,Meccan,5
4071,39,13,Az-Zumar,ٱلزُّمَر,az-Zumar,قُلْ إِنِّىٓ أَخَافُ إِنْ عَصَيْتُ رَبِّى عَذَابَ يَوْمٍ عَظِيمٍۢ,23,397,NA,Meccan,9
4072,39,14,Az-Zumar,ٱلزُّمَر,az-Zumar,قُلِ ٱللَّهَ أَعْبُدُ مُخْلِصًۭا لَّهُۥ دِينِى,23,397,NA,Meccan,6
4073,39,15,Az-Zumar,ٱلزُّمَر,az-Zumar,فَٱعْبُدُوا۟ مَا شِئْتُم مِّن دُونِهِۦ ۗ قُلْ إِنَّ ٱلْخَٰسِرِينَ ٱلَّذِينَ خَسِرُوٓا۟ أَنفُسَهُمْ وَأَهْلِيهِمْ يَوْمَ ٱلْقِيَٰمَةِ ۗ أَلَا ذَٰلِكَ هُوَ ٱلْخُسْرَانُ ٱلْمُبِينُ,23,397,NA,Meccan,21
4074,39,16,Az-Zumar,ٱلزُّمَر,az-Zumar,لَهُم مِّن فَوْقِهِمْ ظُلَلٌۭ مِّنَ ٱلنَّارِ وَمِن تَحْتِهِمْ ظُلَلٌۭ ۚ ذَٰلِكَ يُخَوِّفُ ٱللَّهُ بِهِۦ عِبَادَهُۥ ۚ يَٰعِبَادِ فَٱتَّقُونِ,23,397,NA,Meccan,18
4075,39,17,Az-Zumar,ٱلزُّمَر,az-Zumar,وَٱلَّذِينَ ٱجْتَنَبُوا۟ ٱلطَّٰغُوتَ أَن يَعْبُدُوهَا وَأَنَابُوٓا۟ إِلَى ٱللَّهِ لَهُمُ ٱلْبُشْرَىٰ ۚ فَبَشِّرْ عِبَادِ,23,397,NA,Meccan,13
4076,39,18,Az-Zumar,ٱلزُّمَر,az-Zumar,ٱلَّذِينَ يَسْتَمِعُونَ ٱلْقَوْلَ فَيَتَّبِعُونَ أَحْسَنَهُۥٓ ۚ أُو۟لَٰٓئِكَ ٱلَّذِينَ هَدَىٰهُمُ ٱللَّهُ ۖ وَأُو۟لَٰٓئِكَ هُمْ أُو۟لُوا۟ ٱلْأَلْبَٰبِ,23,397,NA,Meccan,15
4077,39,19,Az-Zumar,ٱلزُّمَر,az-Zumar,أَفَمَنْ حَقَّ عَلَيْهِ كَلِمَةُ ٱلْعَذَابِ أَفَأَنتَ تُنقِذُ مَن فِى ٱلنَّارِ,23,397,NA,Meccan,10
4078,39,20,Az-Zumar,ٱلزُّمَر,az-Zumar,لَٰكِنِ ٱلَّذِينَ ٱتَّقَوْا۟ رَبَّهُمْ لَهُمْ غُرَفٌۭ مِّن فَوْقِهَا غُرَفٌۭ مَّبْنِيَّةٌۭ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَٰرُ ۖ وَعْدَ ٱللَّهِ ۖ لَا يُخْلِفُ ٱللَّهُ ٱلْمِيعَادَ,23,397,NA,Meccan,22
4079,39,21,Az-Zumar,ٱلزُّمَر,az-Zumar,أَلَمْ تَرَ أَنَّ ٱللَّهَ أَنزَلَ مِنَ ٱلسَّمَآءِ مَآءًۭ فَسَلَكَهُۥ يَنَٰبِيعَ فِى ٱلْأَرْضِ ثُمَّ يُخْرِجُ بِهِۦ زَرْعًۭا مُّخْتَلِفًا أَلْوَٰنُهُۥ ثُمَّ يَهِيجُ فَتَرَىٰهُ مُصْفَرًّۭا ثُمَّ يَجْعَلُهُۥ حُطَٰمًا ۚ إِنَّ فِى ذَٰلِكَ لَذِكْرَىٰ لِأُو۟لِى ٱلْأَلْبَٰبِ,23,397,NA,Meccan,32
4080,39,22,Az-Zumar,ٱلزُّمَر,az-Zumar,أَفَمَن شَرَحَ ٱللَّهُ صَدْرَهُۥ لِلْإِسْلَٰمِ فَهُوَ عَلَىٰ نُورٍۢ مِّن رَّبِّهِۦ ۚ فَوَيْلٌۭ لِّلْقَٰسِيَةِ قُلُوبُهُم مِّن ذِكْرِ ٱللَّهِ ۚ أُو۟لَٰٓئِكَ فِى ضَلَٰلٍۢ مُّبِينٍ,23,398,NA,Meccan,22
4081,39,23,Az-Zumar,ٱلزُّمَر,az-Zumar,ٱللَّهُ نَزَّلَ أَحْسَنَ ٱلْحَدِيثِ كِتَٰبًۭا مُّتَشَٰبِهًۭا مَّثَانِىَ تَقْشَعِرُّ مِنْهُ جُلُودُ ٱلَّذِينَ يَخْشَوْنَ رَبَّهُمْ ثُمَّ تَلِينُ جُلُودُهُمْ وَقُلُوبُهُمْ إِلَىٰ ذِكْرِ ٱللَّهِ ۚ ذَٰلِكَ هُدَى ٱللَّهِ يَهْدِى بِهِۦ مَن يَشَآءُ ۚ وَمَن يُضْلِلِ ٱللَّهُ فَمَا لَهُۥ مِنْ هَادٍ,23,398,NA,Meccan,36
4082,39,24,Az-Zumar,ٱلزُّمَر,az-Zumar,أَفَمَن يَتَّقِى بِوَجْهِهِۦ سُوٓءَ ٱلْعَذَابِ يَوْمَ ٱلْقِيَٰمَةِ ۚ وَقِيلَ لِلظَّٰلِمِينَ ذُوقُوا۟ مَا كُنتُمْ تَكْسِبُونَ,23,398,NA,Meccan,14
4083,39,25,Az-Zumar,ٱلزُّمَر,az-Zumar,كَذَّبَ ٱلَّذِينَ مِن قَبْلِهِمْ فَأَتَىٰهُمُ ٱلْعَذَابُ مِنْ حَيْثُ لَا يَشْعُرُونَ,23,398,NA,Meccan,10
4084,39,26,Az-Zumar,ٱلزُّمَر,az-Zumar,فَأَذَاقَهُمُ ٱللَّهُ ٱلْخِزْىَ فِى ٱلْحَيَوٰةِ ٱلدُّنْيَا ۖ وَلَعَذَابُ ٱلْءَاخِرَةِ أَكْبَرُ ۚ لَوْ كَانُوا۟ يَعْلَمُونَ,23,398,NA,Meccan,14
4085,39,27,Az-Zumar,ٱلزُّمَر,az-Zumar,وَلَقَدْ ضَرَبْنَا لِلنَّاسِ فِى هَٰذَا ٱلْقُرْءَانِ مِن كُلِّ مَثَلٍۢ لَّعَلَّهُمْ يَتَذَكَّرُونَ,23,398,NA,Meccan,11
4086,39,28,Az-Zumar,ٱلزُّمَر,az-Zumar,قُرْءَانًا عَرَبِيًّا غَيْرَ ذِى عِوَجٍۢ لَّعَلَّهُمْ يَتَّقُونَ,23,398,NA,Meccan,7
4087,39,29,Az-Zumar,ٱلزُّمَر,az-Zumar,ضَرَبَ ٱللَّهُ مَثَلًۭا رَّجُلًۭا فِيهِ شُرَكَآءُ مُتَشَٰكِسُونَ وَرَجُلًۭا سَلَمًۭا لِّرَجُلٍ هَلْ يَسْتَوِيَانِ مَثَلًا ۚ ٱلْحَمْدُ لِلَّهِ ۚ بَلْ أَكْثَرُهُمْ لَا يَعْلَمُونَ,23,398,NA,Meccan,21
4088,39,30,Az-Zumar,ٱلزُّمَر,az-Zumar,إِنَّكَ مَيِّتٌۭ وَإِنَّهُم مَّيِّتُونَ,23,398,NA,Meccan,4
4089,39,31,Az-Zumar,ٱلزُّمَر,az-Zumar,ثُمَّ إِنَّكُمْ يَوْمَ ٱلْقِيَٰمَةِ عِندَ رَبِّكُمْ تَخْتَصِمُونَ,23,398,NA,Meccan,7
4090,39,32,Az-Zumar,ٱلزُّمَر,az-Zumar,۞ فَمَنْ أَظْلَمُ مِمَّن كَذَبَ عَلَى ٱللَّهِ وَكَذَّبَ بِٱلصِّدْقِ إِذْ جَآءَهُۥٓ ۚ أَلَيْسَ فِى جَهَنَّمَ مَثْوًۭى لِّلْكَٰفِرِينَ,24,399,NA,Meccan,17
4091,39,33,Az-Zumar,ٱلزُّمَر,az-Zumar,وَٱلَّذِى جَآءَ بِٱلصِّدْقِ وَصَدَّقَ بِهِۦٓ ۙ أُو۟لَٰٓئِكَ هُمُ ٱلْمُتَّقُونَ,24,399,NA,Meccan,9
4092,39,34,Az-Zumar,ٱلزُّمَر,az-Zumar,لَهُم مَّا يَشَآءُونَ عِندَ رَبِّهِمْ ۚ ذَٰلِكَ جَزَآءُ ٱلْمُحْسِنِينَ,24,399,NA,Meccan,9
4093,39,35,Az-Zumar,ٱلزُّمَر,az-Zumar,لِيُكَفِّرَ ٱللَّهُ عَنْهُمْ أَسْوَأَ ٱلَّذِى عَمِلُوا۟ وَيَجْزِيَهُمْ أَجْرَهُم بِأَحْسَنِ ٱلَّذِى كَانُوا۟ يَعْمَلُونَ,24,399,NA,Meccan,12
4094,39,36,Az-Zumar,ٱلزُّمَر,az-Zumar,أَلَيْسَ ٱللَّهُ بِكَافٍ عَبْدَهُۥ ۖ وَيُخَوِّفُونَكَ بِٱلَّذِينَ مِن دُونِهِۦ ۚ وَمَن يُضْلِلِ ٱللَّهُ فَمَا لَهُۥ مِنْ هَادٍۢ,24,399,NA,Meccan,17
4095,39,37,Az-Zumar,ٱلزُّمَر,az-Zumar,وَمَن يَهْدِ ٱللَّهُ فَمَا لَهُۥ مِن مُّضِلٍّ ۗ أَلَيْسَ ٱللَّهُ بِعَزِيزٍۢ ذِى ٱنتِقَامٍۢ,24,399,NA,Meccan,13
4096,39,38,Az-Zumar,ٱلزُّمَر,az-Zumar,وَلَئِن سَأَلْتَهُم مَّنْ خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ لَيَقُولُنَّ ٱللَّهُ ۚ قُلْ أَفَرَءَيْتُم مَّا تَدْعُونَ مِن دُونِ ٱللَّهِ إِنْ أَرَادَنِىَ ٱللَّهُ بِضُرٍّ هَلْ هُنَّ كَٰشِفَٰتُ ضُرِّهِۦٓ أَوْ أَرَادَنِى بِرَحْمَةٍ هَلْ هُنَّ مُمْسِكَٰتُ رَحْمَتِهِۦ ۚ قُلْ حَسْبِىَ ٱللَّهُ ۖ عَلَيْهِ يَتَوَكَّلُ ٱلْمُتَوَكِّلُونَ,24,399,NA,Meccan,39
4097,39,39,Az-Zumar,ٱلزُّمَر,az-Zumar,قُلْ يَٰقَوْمِ ٱعْمَلُوا۟ عَلَىٰ مَكَانَتِكُمْ إِنِّى عَٰمِلٌۭ ۖ فَسَوْفَ تَعْلَمُونَ,24,399,NA,Meccan,10
4098,39,40,Az-Zumar,ٱلزُّمَر,az-Zumar,مَن يَأْتِيهِ عَذَابٌۭ يُخْزِيهِ وَيَحِلُّ عَلَيْهِ عَذَابٌۭ مُّقِيمٌ,24,399,NA,Meccan,8
4099,39,41,Az-Zumar,ٱلزُّمَر,az-Zumar,إِنَّآ أَنزَلْنَا عَلَيْكَ ٱلْكِتَٰبَ لِلنَّاسِ بِٱلْحَقِّ ۖ فَمَنِ ٱهْتَدَىٰ فَلِنَفْسِهِۦ ۖ وَمَن ضَلَّ فَإِنَّمَا يَضِلُّ عَلَيْهَا ۖ وَمَآ أَنتَ عَلَيْهِم بِوَكِيلٍ,24,399,NA,Meccan,21
4100,39,42,Az-Zumar,ٱلزُّمَر,az-Zumar,ٱللَّهُ يَتَوَفَّى ٱلْأَنفُسَ حِينَ مَوْتِهَا وَٱلَّتِى لَمْ تَمُتْ فِى مَنَامِهَا ۖ فَيُمْسِكُ ٱلَّتِى قَضَىٰ عَلَيْهَا ٱلْمَوْتَ وَيُرْسِلُ ٱلْأُخْرَىٰٓ إِلَىٰٓ أَجَلٍۢ مُّسَمًّى ۚ إِنَّ فِى ذَٰلِكَ لَءَايَٰتٍۢ لِّقَوْمٍۢ يَتَفَكَّرُونَ,24,400,NA,Meccan,28
4101,39,43,Az-Zumar,ٱلزُّمَر,az-Zumar,أَمِ ٱتَّخَذُوا۟ مِن دُونِ ٱللَّهِ شُفَعَآءَ ۚ قُلْ أَوَلَوْ كَانُوا۟ لَا يَمْلِكُونَ شَيْـًۭٔا وَلَا يَعْقِلُونَ,24,400,NA,Meccan,15
4102,39,44,Az-Zumar,ٱلزُّمَر,az-Zumar,قُل لِّلَّهِ ٱلشَّفَٰعَةُ جَمِيعًۭا ۖ لَّهُۥ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ ۖ ثُمَّ إِلَيْهِ تُرْجَعُونَ,24,400,NA,Meccan,13
4103,39,45,Az-Zumar,ٱلزُّمَر,az-Zumar,وَإِذَا ذُكِرَ ٱللَّهُ وَحْدَهُ ٱشْمَأَزَّتْ قُلُوبُ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱلْءَاخِرَةِ ۖ وَإِذَا ذُكِرَ ٱلَّذِينَ مِن دُونِهِۦٓ إِذَا هُمْ يَسْتَبْشِرُونَ,24,400,NA,Meccan,19
4104,39,46,Az-Zumar,ٱلزُّمَر,az-Zumar,قُلِ ٱللَّهُمَّ فَاطِرَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ عَٰلِمَ ٱلْغَيْبِ وَٱلشَّهَٰدَةِ أَنتَ تَحْكُمُ بَيْنَ عِبَادِكَ فِى مَا كَانُوا۟ فِيهِ يَخْتَلِفُونَ,24,400,NA,Meccan,17
4105,39,47,Az-Zumar,ٱلزُّمَر,az-Zumar,وَلَوْ أَنَّ لِلَّذِينَ ظَلَمُوا۟ مَا فِى ٱلْأَرْضِ جَمِيعًۭا وَمِثْلَهُۥ مَعَهُۥ لَٱفْتَدَوْا۟ بِهِۦ مِن سُوٓءِ ٱلْعَذَابِ يَوْمَ ٱلْقِيَٰمَةِ ۚ وَبَدَا لَهُم مِّنَ ٱللَّهِ مَا لَمْ يَكُونُوا۟ يَحْتَسِبُونَ,24,400,NA,Meccan,26
4106,39,48,Az-Zumar,ٱلزُّمَر,az-Zumar,وَبَدَا لَهُمْ سَيِّـَٔاتُ مَا كَسَبُوا۟ وَحَاقَ بِهِم مَّا كَانُوا۟ بِهِۦ يَسْتَهْزِءُونَ,24,400,NA,Meccan,11
4107,39,49,Az-Zumar,ٱلزُّمَر,az-Zumar,فَإِذَا مَسَّ ٱلْإِنسَٰنَ ضُرٌّۭ دَعَانَا ثُمَّ إِذَا خَوَّلْنَٰهُ نِعْمَةًۭ مِّنَّا قَالَ إِنَّمَآ أُوتِيتُهُۥ عَلَىٰ عِلْمٍۭ ۚ بَلْ هِىَ فِتْنَةٌۭ وَلَٰكِنَّ أَكْثَرَهُمْ لَا يَعْلَمُونَ,24,400,NA,Meccan,23
4108,39,50,Az-Zumar,ٱلزُّمَر,az-Zumar,قَدْ قَالَهَا ٱلَّذِينَ مِن قَبْلِهِمْ فَمَآ أَغْنَىٰ عَنْهُم مَّا كَانُوا۟ يَكْسِبُونَ,24,400,NA,Meccan,11
