Arabic,Tafseer
وَلَقَدْ صَرَّفْنَاهُ بَيْنَهُمْ لِيَذَّكَّرُواْ فَأَبَىٰ أَكْثَرُ ٱلنَّاسِ إِلاَّ كُفُوراً,"And verily We have repeated it) the rain (among them) year after year (that they may remember) that they may take heed, (but most of mankind begrudge aught save in gratitude) they refused and stayed firm in ingratitude towards Allah and His blessings."
وَلَوْ شِئْنَا لَبَعَثْنَا فِي كُلِّ قَرْيَةٍ نَّذِيراً,"(If We willed, We could raise up) We could have sent (a warner) a warning messenger (in every village) to the people of every village. Instead, We have sent you to all mankind as a Messenger so that reward and honour will be all yours."
فَلاَ تُطِعِ ٱلْكَافِرِينَ وَجَاهِدْهُمْ بِهِ جِهَاداً كَبيراً,"(So obey not the disbelievers) Abu Jahl and his host regarding hat which they ask of you, (but strive against them herewith) by means of the Qur'an (with a great endeavour) by the sword."
وَهُوَ ٱلَّذِي مَرَجَ ٱلْبَحْرَيْنِ هَـٰذَا عَذْبٌ فُرَاتٌ وَهَـٰذَا مِلْحٌ أُجَاجٌ وَجَعَلَ بَيْنَهُمَا بَرْزَخاً وَحِجْراً مَّحْجُوراً,"(And He it is Who hath given independence to the two seas (though they meet); one palatable, sweet, and the other saltish, bitter; and hath set a bar) a barrier between the sweet and the salty (and a forbidding ban between them) preventing either one from transgressing against the other, such as to make the taste of either of them change."
وَهُوَ ٱلَّذِي خَلَقَ مِنَ ٱلْمَآءِ بَشَراً فَجَعَلَهُ نَسَباً وَصِهْراً وَكَانَ رَبُّكَ قَدِيراً,"(And He it is Who hath created man from water) from the water of the male and female, (and hath appointed for him kindred by blood) who are unmarriageable (and kindred by marriage) who are marriageable, whether they are relatives or not; (for thy Lord is) in relation to the lawful and the unlawful which He created (ever Powerful."
وَيَعْبُدُونَ مِن دُونِ ٱللَّهِ مَا لاَ يَنفَعُهُمْ وَلاَ يَضُرُّهُمْ وَكَانَ ٱلْكَافِرُ عَلَىٰ رَبِّهِ ظَهِيراً,"Yet they) the disbelievers of Mecca (worship instead of Allah that which can neither benefit them) in this world or in the next, if they worshipped and obeyed them (nor hurt them) in this world or in the next, if they were to disobey them and abstain from their worship. (The disbeliever) Abu Jahl (was ever a partisan) rebellious (against his Lord) it is also that this means: he is always a helper, through his disbelief, to the disbelievers against his Lord."
وَمَآ أَرْسَلْنَاكَ إِلاَّ مُبَشِّراً وَنَذِيراً,(And We have sent thee) O Muhammad to the people of Mecca (only as a bearer of good tidings) Paradise (and a warner) from the Fire.
قُلْ مَآ أَسْأَلُكُمْ عَلَيْهِ مِنْ أَجْرٍ إِلاَّ مَن شَآءَ أَن يَتَّخِذَ إِلَىٰ رَبِّهِ سَبِيلاً,"(Say) O Muhammad to the people of Mecca: (I ask of you no reward) no payment or provision (for this) for professing Allah's divine Oneness and for the Qur'an, (save that whoso will may choose a way unto his Lord) through faith; it is also said that this means: save for the one who desires to profess Allah's divine Oneness and by means of this profession tread a way back to his Lord whereby he will find his reward."
وَتَوَكَّلْ عَلَى ٱلْحَيِّ ٱلَّذِي لاَ يَمُوتُ وَسَبِّحْ بِحَمْدِهِ وَكَفَىٰ بِهِ بِذُنُوبِ عِبَادِهِ خَبِيراً,"(And trust thou) O Muhammad (in the Living One Who dieth not) and do not trust in those living who die such as Abu Talib or Khadijah, nor trust yet in the dead who have no movement, (and hymn His praise) and pray by His command. (He sufficeth as the Knower of His bondmen's sins) He is aware of the sins of His bondmen,"
ٱلَّذِي خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلأَرْضَ وَمَا بَيْنَهُمَا فِي سِتَّةِ أَيَّامٍ ثُمَّ ٱسْتَوَىٰ عَلَى ٱلْعَرْشِ ٱلرَّحْمَـٰنُ فَسْئَلْ بِهِ خَبِيراً,"(Who created the heavens and the earth and all that is between them) of created beings and marvels (in six Days) of the beginning of creation, the length of each day was 1,000 years of the days that you count presently; the first day was Sunday and the last day Friday, (then He mounted the Throne. The Beneficent! Ask any one informed concerning Him) ask those who possess knowledge about Allah, and they will inform you!"
وَإِذَا قِيلَ لَهُمُ ٱسْجُدُواْ لِلرَّحْمَـٰنِ قَالُواْ وَمَا ٱلرَّحْمَـٰنُ أَنَسْجُدُ لِمَا تَأْمُرُنَا وَزَادَهُمْ نُفُوراً,(And when it is said unto them) to the people of Mecca: (Adore the Beneficent) submit to the Beneficent through the profession of Allah's divine Oneness! (they say: And what is the Beneficent) we do not know anyone with this name except Musaylimah the liar? (Are we to adore whatever thou (Muhammad) biddest us) a manifest lie? (And it) i.e. the mention of the Beneficent; and it is said: the mention of the Qur'an; and it is said the call of the Prophet (pbuh) (increaseth aversion in them) from faith.
تَبَارَكَ ٱلَّذِي جَعَلَ فِي ٱلسَّمَآءِ بُرُوجاً وَجَعَلَ فِيهَا سِرَاجاً وَقَمَراً مُّنِيراً,"(Blessed be He) He is the Possessor of grace He (Who hath placed in the heaven mansions of the stars) and it is said that this means: mansions, (and hath placed therein) in the heaven (a great lamp) the sun shining during the day for the children of Adam (and a moon giving light) to the Children of Adam during the night!"
وَهُوَ ٱلَّذِي جَعَلَ ٱلَّيلَ وَٱلنَّهَارَ خِلْفَةً لِّمَنْ أَرَادَ أَن يَذَّكَّرَ أَوْ أَرَادَ شُكُوراً,"(And He it is Who hath appointed night and day in succession) to each other, (for him who desireth to remember) to take admonition in their succession, (or desireth thankfulness) or desires to do righteous works, whatever he left undone at night he does it during the day, and whatever he left undone during the day he does it at night."
وَعِبَادُ ٱلرَّحْمَـٰنِ ٱلَّذِينَ يَمْشُونَ عَلَىٰ ٱلأَرْضِ هَوْناً وَإِذَا خَاطَبَهُمُ الجَاهِلُونَ قَالُواْ سَلاَماً,"(The (faithful) slaves of the Beneficent) the elite of the Beneficent (are they who walk upon the earth modestly) with humility from the fear of Allah, (and when the foolish ones) the disbelievers and sinners (address them answer: Peace) they answer with that which is good and say only nice words;"
وَالَّذِينَ يِبِيتُونَ لِرَبِّهِمْ سُجَّداً وَقِيَاماً,"(And who spend the night before their Lord) praying, (prostrate and standing) in the night prayer,"
وَٱلَّذِينَ يَقُولُونَ رَبَّنَا ٱصْرِفْ عَنَّا عَذَابَ جَهَنَّمَ إِنَّ عَذَابَهَا كَانَ غَرَاماً,(And who say: Our Lord!) O our Lord! (Avert from us the doom of hell; lo! the doom thereof is anguish) binding and persistent;
إِنَّهَا سَآءَتْ مُسْتَقَرّاً وَمُقَاماً,(Lo! it is wretched as abode and station) dwelling;
وَٱلَّذِينَ إِذَآ أَنفَقُواْ لَمْ يُسْرِفُواْ وَلَمْ يَقْتُرُواْ وَكَانَ بَيْنَ ذَلِكَ قَوَاماً,"Allah then mentioned their spending, saying: (And those who, when they spend, are neither prodigal) they are not prodigal with regard to transgression (nor grudging) they do not withhold that which is right; (and there is ever a firm station) a middle ground (between the two) between prodigality and being miserly;"
وَٱلَّذِينَ لاَ يَدْعُونَ مَعَ ٱللَّهِ إِلَـٰهًا آخَرَ وَلاَ يَقْتُلُونَ ٱلنَّفْسَ ٱلَّتِي حَرَّمَ ٱللَّهُ إِلاَّ بِٱلْحَقِّ وَلاَ يَزْنُونَ وَمَن يَفْعَلْ ذٰلِكَ يَلْقَ أَثَاماً,"(And those who cry not unto) worship not (any other god along with Allah) among the idols, (nor take the life which Allah hath forbidden) to kill nor declare it lawful to be killed (save in (course of) justice) through stoning, retaliation or apostasy, (nor commit adultery) nor deem adultery lawful (and whoso doeth this) i.e. deem it lawful (shall pay the penalty) a valley in the Fire; and it is said: a well in the Fire;"
يُضَاعَفْ لَهُ ٱلْعَذَابُ يَوْمَ ٱلْقِيامَةِ وَيَخْلُدْ فِيهِ مُهَاناً,"(The doom will be doubled for him on the Day of Resurrection, and he will abide therein) in the doom (disdained) humiliated (for ever;"
إِلاَّ مَن تَابَ وَآمَنَ وَعَمِلَ عَمَلاً صَالِحاً فَأُوْلَـٰئِكَ يُبَدِّلُ ٱللَّهُ سَيِّئَاتِهِمْ حَسَنَاتٍ وَكَانَ ٱللَّهُ غَفُوراً رَّحِيماً,"Save him who repenteth) from his disbelief (and believeth) in Allah (and doth righteous work) sincerely after he accepts faith; (as for such, Allah will change their evil deeds to good deeds) Allah will change them from the state of disbelief to the state of faith, from disobedience to obedience, from the worship of idols to His worship, and from evil to goodness. (Allah is ever Forgiving) He forgives whoever repents, (Merciful) He shows mercy towards whoever dies in a state of repentance."
وَمَن تَابَ وَعَمِلَ صَالِحاً فَإِنَّهُ يَتُوبُ إِلَى ٱللَّهِ مَتاباً,"(And whosoever repenteth) from sins (and does good) sincerely between him and his Lord, (he verily repenteth towards Allah with true repentance) he will find the reward of this with his Lord."
وَٱلَّذِينَ لاَ يَشْهَدُونَ الزُّورَ وَإِذَا مَرُّواْ بِاللَّغْوِ مَرُّوا كِراماً,"(And those who will not witness vanity) those who do not attend the sessions of false testimony, (but when they pass near senseless play) the assemblies of falsehood, (pass by with dignity) they avoid them out of clemency."
وَالَّذِينَ إِذَا ذُكِّرُواْ بِآيَاتِ رَبِّهِمْ لَمْ يَخِرُّواْ عَلَيْهَا صُمّاً وَعُمْيَاناً,"(And those who, when they are reminded of) admonished about (the revelations of their Lord, fall not deaf) unable to hear (and blind) unable to see while being very capable of hearing and seeing (thereat) the signs of Allah."
وَٱلَّذِينَ يَقُولُونَ رَبَّنَا هَبْ لَنَا مِنْ أَزْوَاجِنَا وَذُرِّيَّاتِنَا قُرَّةَ أَعْيُنٍ وَٱجْعَلْنَا لِلْمُتَّقِينَ إِمَاماً,"(And who say: Our Lord!) O our Lord! (Vouchsafe us comfort of our wives and of our offspring) make our wives and offspring righteous so that we may find comfort in them, (and make us patterns for (all) those who ward off (evil)) make us righteous so that they emulate us."
